peer_comment_id,peer_submission_id,ualberta_peer_assignments_user_id,peer_comment_created_ts,peer_comment_text
"BEgVBjlIEeaSvQr5rWp-YQ","_we__TZqEea59wpyDiVD_w",861374f826292e3bbf15df1540897b035a728c06,2016-06-23 13:40:15.364,"Hi Guys, thanks for the feedback. I will resubmit once I've corrected them! :)"
"0CFWkQU1EeaQlgqeW2LgFQ","oI_w0QUnEeaybgrn3sEOAQ",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-18 07:18:56.463,"Excellent"
"ECAocyn4EeaHEgowKm82Aw","5H1WvyjlEeaKAhJC1hWxEQ",d55a87731a97cbb8066611f604358304bfb5036f,2016-06-04 02:00:08.055,"Ok, thank you for your feedback, it was very helpfull."
"kNrOOBIkEea84w5Krj7Aqw","JIvFpA8NEeaVPQ6kCMKyuQ",56e83347fa53f700912a6b4aa63db5ffc5cdd0d9,2016-05-04 18:18:13.976,"Please review my work\\n\\nhttps://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw"
"9TuMw_-CEeWftQ4Vb9ltCw","6-PY9v-BEeWW0grgb0UTkQ",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-11 01:16:02.982,"Great Job Scott!\\ncould you please grade my work as well?"
"fwKaHPmyEeWTZBIrc0wCDw","Q1EUPvmyEeW6Zw7gOA-Tyw",2382a26622f1f6ee0618c5da878f38cad08568b7,2016-04-03 15:41:13.504,"I uploaded the wrong PDF before - sorry about that!  I verified the correct file has now been uploaded, so please re-grade."
"kakfsfw-EeWZDQ5TnbLmpw","oomYnPw5EeWhAhJG54yYkQ",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-06 21:28:56.662,"Good job jenniffer!\\nPlease could you grade my work as well?"
"gB9g7R3yEeaiOA521kQqww","n_EyRh1nEearfA7hVcWeXw",09d02c8f72b9516f2465983916b46b2e23cb28cf,2016-05-19 18:50:05.021,"Good work!"
"RcyZtvzYEeWHDgoRw4pwlQ","Ej1KAvzYEeWW0grgb0UTkQ",758adaa0053f21953d58c3da8e0a27e75a038bfd,2016-04-07 15:49:11.884,"Please save the wireframe and open it in a PDF reader (other than a previewer), it has actual clickable elements."
"rFgGLPzdEeWJIg651qnFcw","Ej1KAvzYEeWW0grgb0UTkQ",b71bd0453bd138cd14a261c57b76a07e26fd792a,2016-04-07 16:27:51.409,"I didnt see the assignment, could you upload it again?"
"-mbCTCb1EeacKhJ2Eiev7Q","AJMHKiWREeaDFg6CjeDgQw",130b527f504e2b71749324bf3dbfee6b5d20034c,2016-05-31 06:07:39.126,"Yara, I don't think there is an order within the sprints on a release plan."
"uMIV6_9NEeWvUQqXcskp8Q","xTv1i_9HEeWbYhLNZ2H1QQ",907307f70602fd2abc40cbdcfa37a62b32ffe519,2016-04-10 18:54:58.196,"The self-assignment of task was a sneaky one.  This assignment implies the development team signed up for their work, without managers input.  However, I feel the Agile Planning for Software manual could do a better job clarifying the point, that the team assigns themselves the tasks as they go in the sprint - as the question implies in the assignment."
"ganH6fskEeWS4Ar9qFG8UQ","wG7gnvqzEeWUlRKoMCES4w",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-05 11:49:51.745,"great job Jane"
"npokxvm_EeW3UQqDzupm-w","J2Iykvm9EeWqpApEWVJglQ",3f1e291bb29f6b52a959b9ff30549c7ff4f68fca,2016-04-03 17:15:09.964,"The url provided refers to the Requirements and not to the risk plan. Please replace the url"
"baRW7_m9EeWs9Q5ernAFuQ","J2Iykvm9EeWqpApEWVJglQ",e3bdca0bc45251ee4e8da1b3e4dd75d31f7aa245,2016-04-03 16:59:28.829,"The url provided refers to the Requirements and not to the risk plan. Please replace the url"
"-LA-cPW6EeWuFQ44bDlsAw","gE0YOvKLEeWqSQ7kx0rpLQ",7c34c7e845a6a4ddad04caa23f1bc5de373ca7d4,2016-03-29 14:31:48.969,"Good work Alex, thanks."
"8lzrZv9fEeWbYhLNZ2H1QQ","xSAcR_9fEeWJIg651qnFcw",9b862b2fe1b8a6ec175c0e59f15967bbb80f37f6,2016-04-10 21:05:25.782,"Since I originally only had 19/20 story points with high priority User Stories, I ahd to include 1 moderate priority US in Sprint 1 to take maintain the velocity"
"65ckFSx3EeaCnQ4uxkc-rQ","v1nDjCx3Eealng5zBIyoKQ",9d313e163cc6e43530666a4f3e913662a53fc350,2016-06-07 06:20:24.666,"Hi, sorry there was smt wrong. I re-uploaded my work. thks"
"lUspL_gkEeWGRgp2IDLuIQ","_Cdc8vgjEeWTnRIwzGCJxQ",d8bde0c8e2f5da38c1d760331bcf65b386198208,2016-04-01 16:12:51.191,"https://docs.google.com/spreadsheets/d/13MLaqY64pFAYdRDAZFKbXt0Z1Er8eduUypXsMnNCU6A/edit?usp=sharing\\nmay be more easy to read."
"DAeSRwxtEea63hJ3Ni_BAw","tqucywxsEeaVPQ6kCMKyuQ",195775a175be9113db364ae4b8e99a6b69df769b,2016-04-27 11:41:57.417,"The photo of Russian version of Project Retrospectives. A handbook for team reviews. Norman L. Kerth.: https://drive.google.com/file/d/0Bys214xy4OTGeV9xcTd4SkdUYjg/view?usp=sharing"
"_Uq-0vPBEeWPyw7tSN6RVw","rVOrsvO1EeWuFQ44bDlsAw",79778b88d50c60768d15e5be2b37cbc988e3ce91,2016-03-27 02:17:00.844,"hi,when I review your document, it's all blank page.. if you update it, and I notice it, I could re-visit your document.."
"eTcHHPPOEeWTJgqbWXCwuQ","rVOrsvO1EeWuFQ44bDlsAw",6291467e922e2f711ab3ca4721184b82f05deca1,2016-03-27 03:46:22.713,"sorry Kenjiro, now it should be ok, I think!"
"LPbdrPT8EeW_XA7aY2erXQ","9Zg2o_T7EeWbXA5c3AKwjQ",0479be76879d8437e4d6a3d68b990d8e5c83f1f9,2016-03-28 15:46:02.798,"The link goes to the requirements document, not the risk plan. Fix your link :)"
"-6SaqiBQEeaiOA521kQqww","iAPIpR92EeaNSw6v6KnGpw",5bb281817db05c25567aa1590e8ca959891c2047,2016-05-22 19:11:27.272,"Hi Manuel,\\n\\nI did the voice recognition test but it's ok. No worries.\\n\\nTake a look at the following story:\\n\\n10. As a reader, I want to be able to test my comprehension periodically by using voice recognition, so that I can measure my reading fluency and my ability to read quickly and accurately overtime.\\n\\n\\nI did also the one for available everywhere. Take a look at the following user story:\\n\\n17. As a reader, I want to be able to use the app anywhere, so that I can read books wherever I’ll be, even offline.\\n\\nBut it's ok. Thanks!"
"M6dC2RJNEea63hJ3Ni_BAw","2bjkTxAREeaSqwpdV4Ekkw",39f00deb1da7b707a208da4b4248b98e8569218c,2016-05-04 23:09:06.976,"Good job. Please Review me. Thx! https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/TO0OLQ_aEea0FgrDsuIyMQ"
"tZDIrAdjEeaKcgo5QGzd4w","rEzN5AdjEeaDjhJE0SlnTQ",74a8d335b8b58d3c09e074d959b1a308e4979a93,2016-04-21 01:52:31.07,"I hate excel"
"VuSWiPRFEeWchxJDzxANrQ","HR21ffQtEeW_XA7aY2erXQ",b30e499a6b6404ebe4fd88e7984107d1a4a2686d,2016-03-27 17:57:15.241,"Nice job and so complete!"
"r0qtfBJMEeaAVhLVpQtKaw","jAl-Vg-IEea44Qp49aJR6w",39f00deb1da7b707a208da4b4248b98e8569218c,2016-05-04 23:05:24.91,"Good job. Please Review me. Thx! https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/TO0OLQ_aEea0FgrDsuIyMQ"
"fjYJEgwxEeavcw5bns7DCQ","rzdKkArqEeaqFhJWgHcbtw",1afb71373b2684e8f3e7f2f2c34378c66f196b6d,2016-04-27 04:35:39.178,"Does nobody understand what the prediction line is? \"Does the prediction line point to a Sprint 6 with zero effort remaining at the beginning of that sprint?\" The prediction line does what the above sentence says. However, the reality is that the team can only do 16 points and so the prediction line goes to 0 but reality says that there is still 6 points left. Just changing the sprint velocity to 19 DOES NOT fix the issue."
"2FN4d_LLEeWK_Q7eN25hdw","KBi5kvFDEeWWORKcDoY1lQ",6295f232d32852b119de0aad5b7e7dba9100635d,2016-03-25 20:55:02.63,"Thank you very much for your comments Crystal. What you have said are all correct and useful. I will edit my submission upon points you have noted and will improve my document before next week. Thank you very much for your effort and very useful comments."
"W-Fnpfe4EeWTZBIrc0wCDw","3T2E3fboEeWSBxKpjBqu3Q",76a559aebb81b0921497a98fca185ab5e6c764ed,2016-04-01 03:18:09.221,"Thank you very much for the efforts.\\n@David I understand what you say, but actually it was pretty easy to do it, so it was not a waste of time :)"
"co_WkfvwEeWS4Ar9qFG8UQ","CWM-0vvwEeWZ8AoH1Zkwbw",10fec9142868ddeaf1f20b83a202ee6793ef6ec3,2016-04-06 12:09:43.742,"This assignment  took me much more time because the name of the features do not correspond: The Release Plan tool as different tags that the ones provided on the Prioritisation Video Tracker. I wonder if the instructors made this on purpose to give us the feeling of the real world :-) It is the first time that I have the feeling this is real work really :-)"
"EFKUNfvzEeWW0grgb0UTkQ","CWM-0vvwEeWZ8AoH1Zkwbw",404f683bf58d9a2045286d6583a838688bc56705,2016-04-06 12:28:27.414,"In the real world we try to keep user stories' IDs everywhere. The instructors should have done it in the assignments. They teach us to do it, but do not do it themselves. :)"
"aR3y3fwOEeWpRBJSZ0Y3Bw","CWM-0vvwEeWZ8AoH1Zkwbw",10fec9142868ddeaf1f20b83a202ee6793ef6ec3,2016-04-06 15:44:12.798,"Hello Dmitry :-) The real world that I know it is pretty much as this exercise ... all seems so clean till the day you put your hands on it ... Your hands get always dirty :-) That's why all the jobs that are \"hands-on\" are normally the jobs that nobody wants to do :-)"
"OOx1OfUfEeWB9gr2ttYzXQ","UB6qAPRhEeWchxJDzxANrQ",20d5bd6122af8ed075e6e07d639f050ed3a00c22,2016-03-28 19:56:55.248,"Great effort! :)"
"cJz-f_RhEeWPyw7tSN6RVw","UB6qAPRhEeWchxJDzxANrQ",c19c5dfd63833bc8a3b4f2dd04d878689922d714,2016-03-27 21:18:24.301,"Look forward to your comments. Thank you for reviewing."
"dwUqSPvzEeWa4BJaeUokOQ","fPNoTfvkEeWjZRIrkC40zw",25f0d3883be31e088b3fbe32623bd799e10bc815,2016-04-06 12:31:19.712,"upload again, file missing, wait for the upload to completed."
"-MKV0yaAEeaRtQpho9OEXw","PUb2nyT_EeaDFg6CjeDgQw",5bb281817db05c25567aa1590e8ca959891c2047,2016-05-30 16:10:05.255,"Thanks Vivek Garg. I used Keynote to rapidly iterate while building. :)"
"OoRMEQiFEeacXxLBwMWIUw","oNTPfAZqEea-oQoewLh7bQ",10fec9142868ddeaf1f20b83a202ee6793ef6ec3,2016-04-22 12:24:58.68,"Many Thanks for your comments. I knew it was wrong but i didn't now it was this Wrong. I am really sorry. This time I will use a software to help me ... and a more correct data. Thanks Again."
"B6W19_VPEeWdIhI-GrEcAw","tQLO9fRxEeWfohJ0hvQveQ",76a559aebb81b0921497a98fca185ab5e6c764ed,2016-03-29 01:39:08.419,"thanks you guys. i've reviewed your other works ibrahim, they are good (y)"
"HIkJ_vsmEeWftQ4Vb9ltCw","5UfWsPd2EeWnyw45DXyCTw",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-05 12:01:21.074,"Great job, Manuel"
"ltMloDu4EeaIhBLoYw6bKw","jerftju4EeaSvQr5rWp-YQ",649e552dd64d2d92f8fb2c3538077fcc79ce687b,2016-06-26 16:11:07.182,"Thanks for reviewing!"
"cvwEHPUiEeWdIhI-GrEcAw","dCL-sfRmEeWPyw7tSN6RVw",20d5bd6122af8ed075e6e07d639f050ed3a00c22,2016-03-28 20:20:01.148,"Great effort."
"0mSq9_w_EeWHDgoRw4pwlQ","gncVC_wwEeWZDQ5TnbLmpw",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-06 21:37:54.763,"Great Job Luca!\\nPlease could you spare a few minutes to grade my work?\\n/Cheers"
"f0skKBVLEeaqig5uXwUeGw","SiGseBVLEeavcw5bns7DCQ",d4370ac84b769b123fa348a44c83d425a920af76,2016-05-08 18:34:28.374,"This is my second submission, for some reason some graders could not view my jpeg attachment with my initial entry. This is submitted as a PDF. Please let me know if this one is not visible either."
"xZCoaTdNEeaK1AogwdHnXw","ZJaxzzA7Eeakfw5ltszKlw",d55a87731a97cbb8066611f604358304bfb5036f,2016-06-21 01:16:24.798,"no"
"6wYe7BJMEea84w5Krj7Aqw","MwvMvg9FEea84w5Krj7Aqw",39f00deb1da7b707a208da4b4248b98e8569218c,2016-05-04 23:07:05.124,"Please Review me. Thx! https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/TO0OLQ_aEea0FgrDsuIyMQ"
"zNOdiCrgEea-YhKdNUv9pQ","sRkIlirfEeabvwrOSKMg4w",a41666aa86eaa34926009b9729743b67ca113f95,2016-06-05 05:46:07.884,"I am having a small glitch in my laptop, Please rotate the wireframe jpg . Sorry for the trouble"
"tQAvOTDpEea2MgrBjcQhKw","Z26MEjDpEea0DRLrrvCCTQ",789486c78684b8c1cd54e254c67254a51f5dd1e7,2016-06-12 22:05:00.358,"I forgot to mention that this is the Reading Page. Thanks!"
"fB4SnPcuEeWqpApEWVJglQ","IDWll_ULEeW_XA7aY2erXQ",6295f232d32852b119de0aad5b7e7dba9100635d,2016-03-31 10:51:12.757,"Thank you very much for your effort, opinions and contribituion on excelling the document."
"srvawQU1EeauAAp_SRa7YQ","VNbJmwUlEeaFvxKtmk5LcQ",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-18 07:18:07.144,"Great Job"
"gpjlfvWCEeWTJgqbWXCwuQ","cjOwmvV_EeWdIhI-GrEcAw",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-03-29 07:47:39.028,"Hello Stefan great job,..\\nplease could you grade my assignment?\\ncheers"
"qbwDlftzEeWftQ4Vb9ltCw","zDOzn_tvEeWftQ4Vb9ltCw",20d5bd6122af8ed075e6e07d639f050ed3a00c22,2016-04-05 21:16:29.215,"Great Effort!"
"kypVE_6XEeWu1Q5gvOuhYQ","QEN0SP6WEeWHDgoRw4pwlQ",3205d16f3693500f5b013a58c5cf6aeb243afcad,2016-04-09 21:11:06.721,"Hello,\\nA few comment on the mockups I have submitted.\\nI have done mockups of the homepage (first page the user sees when she opens the app - necessary in any app), the change font size feature and how an image could look like in a book.\\nI have given less details that I would have given to my team in \"real life\" (I am a Product Manager), because the recommendation in the course has been to avoid providing to much detail, but in my company, the dev team would not accept such a low level of details, we need to provide them exactly how it would look like (but the way my company handles mockups may be an exception)."
"6cd-uPaaEeWuFQ44bDlsAw","Kl3cL_Z8EeWwfgrZnMB2OQ",b86382f1a6ec73c30572da847142025474a7f068,2016-03-30 17:14:51.223,"Great start on your capstone project."
"daYlGzTgEeatWQ45pxLULw","0F4lgDJnEea2MgrBjcQhKw",84cc31772f295519af1506d2fda8a5a63ceae61b,2016-06-17 23:08:53.252,"Shouldn't High risk low priority be considered before Medium or low risk and low priority... \"Am thinking about failing fast situations\""
"IwH7UAjUEeahug6qIphsqw","6Ias3gZMEeameQ5yARF2wQ",ebec1a27e8c3c5928f4d3eace8dacd20a5bf1fe7,2016-04-22 21:49:49.48,"@ Cristina Rocha\\nIt was regular MS Excel 2013. Just a little tricky to table the data correcly.\\nYou must setup positive values to the \"remaining\" and \"tendency\" series. And negative values to de \"added\" serie.\\nChoose the \"Combination\" chart type and change the \"tendency\" serie to an line chart and voilà!\\n\\nContact me if you need anything. I will be glad to help czorati@gmail.com"
"9a0J7wf8EeapThKxDflszw","R-bG8gYiEeaHBA6TeOVQuw",569059c2f3ab7f735f2cf94a68a45dde5435f30f,2016-04-21 20:09:31.629,"I think thet question: \"Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?\"  should be reevaluated. It does not show 92 points because prediction line does not end at 0, it ends at minus 8 so the absolute total value is 92."
"j1RisCX7EeacKhJ2Eiev7Q","pUOHLyX1EeacKhJ2Eiev7Q",5111fcbadc015980af782e5870598d0ec6520b1b,2016-05-30 00:15:05.307,"Nice job. My only suggestion is one of format. I might have sorted the table by severity or likelihood. Thanks."
"5OjL8gSCEeaFfBL_mcaB5Q","wRg_EQSCEea58Q75huYNRw",20d5bd6122af8ed075e6e07d639f050ed3a00c22,2016-04-17 09:58:11.41,"Done in Excel using formulas to calculate the Hours."
"tYPi8P5WEeWpRBJSZ0Y3Bw","t5HAQf5MEeWZ8AoH1Zkwbw",6ceda889c2fa9bf8eea884959b88737be5ce87d2,2016-04-09 13:26:47.063,"Can't open .bmpr extension files without Balsamiq, please export to png"
"WMIupf5eEeWhAhJG54yYkQ","t5HAQf5MEeWZ8AoH1Zkwbw",5eb70d128a81ceb9e7803e1099ad68ab33bae766,2016-04-09 14:21:27.417,"Can´t open it"
"FkSGFf5WEeWW0grgb0UTkQ","t5HAQf5MEeWZ8AoH1Zkwbw",404f683bf58d9a2045286d6583a838688bc56705,2016-04-09 13:22:19.89,"Silvia, I cannot ope your file. Please, make sure you are using one of widely-used formats."
"o_0n1_bSEeWSBxKpjBqu3Q","Tj1bXPaSEeWB9gr2ttYzXQ",b86382f1a6ec73c30572da847142025474a7f068,2016-03-30 23:53:45.951,"Nice start on your requirements."
"3iplMQFfEea58Q75huYNRw","gVr6UP_9EeWpRBJSZ0Y3Bw",5229abf9b3a68d53b641d9e3ba85a912da42f3f5,2016-04-13 10:09:54.222,"thanks everyone"
"3oEADCwKEeah7Ap12GQcTQ","1mdVWiwKEea0DRLrrvCCTQ",8fd65e73928febbe20858b19c330b807cdade0f2,2016-06-06 17:19:47.567,"thank you for your feedback"
"krbqlwsCEeaWWg6E9amO-Q","g75RcQhcEeaLWAr7jQ6l1Q",609df11160836cd2456b9ba7dbc7fb862753054d,2016-04-25 16:27:16.068,"Well , I do not fully agree with Ander. The velocity is always calculated based on the last sprint and the velocity of that sprint is 16 not 18 , so they cannot finish in 2 sprints. Of course they can push their selves to do more work, but that is a risky approach and certainly not sustainable if you need these developers in the long run."
"zHS8U_rCEeWTZBIrc0wCDw","wXa14_qdEeWPcBKgw3iPNw",9543f384c439b6748d9122a6993599750cd9e4e5,2016-04-05 00:10:26.547,"No wireframe attached"
"RkTUfvrHEeWnyw45DXyCTw","wXa14_qdEeWPcBKgw3iPNw",1caa80702329ca23545460844562a13ebed24fb8,2016-04-05 00:42:28.902,"no wireframe"
"JNbkGfw_EeWHDgoRw4pwlQ","o35V9_w1EeWvUQqXcskp8Q",ec48b78d9254fbb7452b1a1bf25bce46520c1c46,2016-04-06 21:33:03.587,"Great Job Mykhaylo!\\nPlease could you grade my work as well?"
"GDoNSzR-Eeam9Qq1mQSNeQ","_3muVTOfEeaxsBLH2Sp-rQ",9d313e163cc6e43530666a4f3e913662a53fc350,2016-06-17 11:24:45.836,"You miss the file !"
"XLX6Q_0CEeWftQ4Vb9ltCw","AE-moP0CEeWZ8AoH1Zkwbw",4510089eade09671acc2d41220b6d8395d5d75fa,2016-04-07 20:50:29.186,"I would appreciate if native speakers commented grammar and other mistakes."
"U5RTqBJNEeawWRJ2-Hqumw","eHUtQwxUEeaSqwpdV4Ekkw",39f00deb1da7b707a208da4b4248b98e8569218c,2016-05-04 23:10:00.539,"Good job. Please Review me. Thx! https://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/TO0OLQ_aEea0FgrDsuIyMQ"
"p2-uRjClEeaatw7rZVB3fw","mos08zClEeabdwp3JVSF9w",649e552dd64d2d92f8fb2c3538077fcc79ce687b,2016-06-12 13:57:51.823,"Thanks for your comments!"
"zne-yvJpEeWFuw7QEATDpw","P3XArfF0EeWkUAr_DMJ5Lw",d559517a4c3a7b840159d5295184a4fc26fbece5,2016-03-25 09:13:15.411,"Hello Chris, Have you see number 4 and 17, those are about font size and  book cover? Thanks for you feedback :)"
"fL7h_vfUEeWHHgo1wDl8Bw","nTfXSPZ_EeWfohJ0hvQveQ",958d56adc378109bb56f5a457897a02321eab1ef,2016-04-01 06:39:30.268,"https://docs.google.com/document/d/1131AlsoINk7BgHMV-YONlWhBxkSTkWKcqt2bhRsMvGs/edit"
"Z59VMi53EeaoXg7YgQ2Cfw","XngxeC53Eeay0BJyTA_AJw",8fd65e73928febbe20858b19c330b807cdade0f2,2016-06-09 19:21:45.586,"thank you for your feedback"
"RS88TihaEeakfw5ltszKlw","lBBqxyYoEeawRg6_aDBdWw",23a3e1f2e54c49eeec90650610359c28b8767ea5,2016-06-02 00:38:05.427,"Hi Sateesh, I see many comments for your user stories but if you want some more then I can review your doc. Please let me know."
"c0C7DyBgEeaiOA521kQqww","TePpdSBgEeag6wpD-92Rcw",8fd65e73928febbe20858b19c330b807cdade0f2,2016-05-22 21:02:10.395,"thanks in advance for your comments, it will tide my knowledge about this topic."
"QaPXZTYyEea7Dw6UsBzuMQ","Oi2YFzYyEeaboxLr1P3c3w",649e552dd64d2d92f8fb2c3538077fcc79ce687b,2016-06-19 15:26:55.89,"Thanks for reviewing!"
"HJwi8CW9EeaCdRIX0nUkaw","u1VK6CW7EeaqDg5upLny3Q",5bb281817db05c25567aa1590e8ca959891c2047,2016-05-29 16:48:04.042,"I forgot about good things:\\n1. The planning looks great. Every story that we discussed with Lisa and Daniel is there.\\n2. The time looks good. This sprint should be completed without problems. Even if the full time is 110.5 hours for developers and their full time is 115 hours, the difference can be used in case they bump into some problems."
"BiXX_C5VEea2MgrBjcQhKw","9_IiMC5UEeabvwrOSKMg4w",8fd65e73928febbe20858b19c330b807cdade0f2,2016-06-09 15:15:39.162,"thanks is advance for your feedback."
"SrfYHTw-EeaIhBLoYw6bKw","AHoW2zwgEeakuhJbRt69hQ",23a3e1f2e54c49eeec90650610359c28b8767ea5,2016-06-27 08:08:12.058,"I think numbers for \"Remaining storypoints\" area bit off for sprint 2 and 3. Please review. Rest looks OK."
"LThxz_kDEeWEAhLOZ9BW_w","FkZsFPkDEeWYIQ4BcV9YKQ",528498e72472e0ae2dd87a066c419028774f430e,2016-04-02 18:46:14.356,"sorry for the formatting. I did it in word and then pasted it in."
"a6fZofwlEeWbYhLNZ2H1QQ","lGw_xvftEeWRJQquNiz-Jw",b8d7d9092ac24f981cf4470eeff1403139a4ba6b,2016-04-06 18:28:55.482,"Thank you both for the help"
"y0HwHyRIEeaG3QqLdYDICw","tiallSRIEeaPqRI66g-Cyw",8fd65e73928febbe20858b19c330b807cdade0f2,2016-05-27 20:22:54.772,"folks!, thank you  in advance for your feedback!"
"qoYAHCfTEeaoXg7YgQ2Cfw","OYNJhSV3EeawRg6_aDBdWw",5bb281817db05c25567aa1590e8ca959891c2047,2016-06-01 08:34:33.387,"You are right. But you got it wrong because my writing was ambiguous. \"it\" refered to the user story not to the developer. :)"
"r82asx9UEeag6wpD-92Rcw","2_bLLx9EEeaiOA521kQqww",9965845947fa5bc92d0a595dba1785bffa69acc1,2016-05-21 13:05:26.858,"Please feel free ot rate my assignment https://www.coursera.org/learn/software-product-management-capstone/peer/7UTtN/1-9-assignment-requirements-document-graded/review/VTjvSB9TEeaGvwq7P--E0Q"
"NgP9AQXWEeaDjhJE0SlnTQ","aOtS1wTQEeaybgrn3sEOAQ",7fe45a6bb309cd67dbac85df02941f1bf5bec0cf,2016-04-19 02:27:06.875,"To Satish Mundra and Jan Petzold - I believe you gradings for Assignment 5.10 is a bit unfair, or you guys just do not completely understand the task."
"COpmmhIoEea44Qp49aJR6w","l01HERCeEea63hJ3Ni_BAw",56e83347fa53f700912a6b4aa63db5ffc5cdd0d9,2016-05-04 18:43:03.895,"Please review my work\\n\\nhttps://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw"
"T9X53wNXEeaQlgqeW2LgFQ","SaaSjQNXEeamGg7Dz_SaMQ",784b0aa2e68c4d79d4f99f3683787c9d789c2ef9,2016-04-15 22:13:41.784,"ok, now its working..."
