peer_skip_id,peer_submission_id,ualberta_peer_assignments_user_id,peer_skip_created_ts,peer_skip_type,peer_skip_text
"PGXca_87EeWu1Q5gvOuhYQ","fvQpSv84EeWftQ4Vb9ltCw",b86382f1a6ec73c30572da847142025474a7f068,2016-04-10 16:42:38.613,"other","I can only see a small thumbnail of the wireframe embedded in the browser page.  Cannot seem to download it to see it better."
"g4pZMDCOEealng5zBIyoKQ","gdUOWDBxEeabvwrOSKMg4w",c031588b07dec008859a36c0f141bc85c6fea97a,2016-06-12 11:12:13.175,"other","This seems to be the answer for a different assignment. Something must have gotten mixed up, or there is a glitch in the system."
"cVK2aQAjEeajZRIrkC40zw","6crDkgAdEeaftQ4Vb9ltCw",bfaec1bff4c077a0cde87ee6b917ab15288734cc,2016-04-11 20:24:50.648,"other","user submitted wrong file"
"ZfKP8SmVEeabdwp3JVSF9w","XRuzTSlpEeaCnQ4uxkc-rQ",dc00769af81f01d33926c423cb72a5ed5b56e4ce,2016-06-03 14:13:51.864,"other","Cannot open the provided document"
"Tg1lT_5pEeWvUQqXcskp8Q","KiXxV_2sEeWpRBJSZ0Y3Bw",8b5e00de0476241f25374b7a79a6c4f4f15e74eb,2016-04-09 15:39:53.919,"inappropriateContent","Learner uploaded previouse work from the week 3"
"0JPxSiYPEeaqDg5upLny3Q","l76gMyWmEealrBKadnqOlw",2e8f25d32b21ad2e00e44b83608012613d7e474b,2016-05-30 02:40:04.71,"incompleteSubmission","The submission is in the form of a Google Docs link, but the student did not enable sharing, making it impossible to grade the submission."
"n93Rif8nEeWpRBJSZ0Y3Bw","-bzqTv8dEeWbYhLNZ2H1QQ",10770e3a2766cb2ec2c27973bdd2e123c7b70f9b,2016-04-10 14:22:15.559,"plagiarism","Hi,\\n\\nI reviewed another wireframe that was absolutely identical (but as a PNG file, not a PDF file). There is even the same misspelling (\"Recomended\" instead of \"Recommended\").\\nI don't know wich one is a fraud.\\n\\nRegards,\\n\\nAmaury Bouchard"
"GKFAsTBAEea0DRLrrvCCTQ","AejXqi6KEeaatw7rZVB3fw",2e63e1f725e0f3b239d54730966bcf1961d4038d,2016-06-12 01:50:53.064,"incompleteSubmission","No link or image is provided."
"jb82uAVQEeaFfBL_mcaB5Q","CLGobgVNEea4QQ6KgOwBaQ",26d356eee6b17f658f53c27ef4a2a43b6c1fbf59,2016-04-18 10:30:21.502,"incompleteSubmission","I don't want to mark them down, but the labeling needs to be examined, even if it does appear obvious."
"gE05GjgSEeaJZQpNWPTTAw","FeaL-TepEealwhLVIRkAvw",1baaa0040bfd0fe003f755bee642efb841477dcb,2016-06-22 00:44:39.449,"other","This submission is not in one of the supported formats.  Unfortunately, I'm using a Linux based operating system and libre office (the office suite I'm using) didn't import this Excel file very well.  I was unable to evaluate the work."
"LTXFIiunEeay0BJyTA_AJw","Kxi2lSuVEea3ThLvjcf5Xw",f7a18e7cb4d3cb7b89e7dc30d13e93b0c2be71f8,2016-06-06 05:26:09.941,"incompleteSubmission","PDF isn't attached"
"eVoBYfhNEeWGRgp2IDLuIQ","p2edIPhHEeWEAhLOZ9BW_w",b9c24010e4f538a3d833c3c5a2b2047d362afbd2,2016-04-01 21:05:33.678,"incompleteSubmission",""
"M_oHl_9iEeWlQw7xlSHNnQ","Auz6o_9bEeWvUQqXcskp8Q",362dea12e42cf12c28ba88ceca9bc95b1c8104ff,2016-04-10 21:21:34.857,"incompleteSubmission","I have entered comments.  Repeating again: \\n\\nA wireframe was downloaded but there is only minimum effort to associate requirements, it appears to me mostly incomplete."
"rAtMlvkREeWnyw45DXyCTw","5e0uTfkPEeWTZBIrc0wCDw",56bd09f2e41c65549538c908ec514d4663eb26ae,2016-04-02 20:30:00.085,"other","Submitted as Google Doc, which gives unfair advantage over students (like me) who submitted plain text."
"uzNNHgRDEeawFQ5rY6ZGGQ","OXuojQQyEeaFvxKtmk5LcQ",fae2b91df338605ad541e68fc19b27d26415b6c9,2016-04-17 02:26:03.14,"incompleteSubmission","It appears the file did not upload"
"AqtG1_9KEeWS4Ar9qFG8UQ","oa7wW_9JEeWlQw7xlSHNnQ",4ea293b371530d6f28fa25b87c32f2ef8e712c90,2016-04-10 18:28:24.211,"incompleteSubmission","I think the student forgot to attach the pdf."
"J0p2LvXyEeWbXA5c3AKwjQ","HyHyi_WnEeWbXA5c3AKwjQ",ca9c85b10376da0e081c0615fcaf81a43030111f,2016-03-29 21:06:49.475,"incompleteSubmission","No attachment"
"DN8O1vQ_EeWB9gr2ttYzXQ","OeMtpPQ9EeWwfgrZnMB2OQ",d847fb201ff05a3ea2dd4817ee124779d7ef6f48,2016-03-27 17:12:14.073,"plagiarism","I've just evaluated another work. The content the same. Look here: \\nhttps://docs.google.com/document/d/1ORcGZo5pQlL3Gg6eTeRveF3b3Ws9SYhTggzzTylj-94/edit\\nand here: https://docs.google.com/document/d/1bLDif730ve3DoUUYFJHoUVhIJhn2eioZ_0XQmwg0_CU/edit"
"lafvUzzvEeaS0w6RXgoWAw","X-NNHjmOEeaS0w6RXgoWAw",e252d09269410133cd45ae5cd9fbd7e59e89a677,2016-06-28 05:17:18.704,"other","There is a bug impeding the review of this assignment"
"1f0cIftIEeWZDQ5TnbLmpw","H412DfqaEeWYIQ4BcV9YKQ",b274d12953386b57248bfadb9a23211e3b4149b6,2016-04-05 16:09:55.102,"plagiarism","This is my submission!"
"ZWQd2QA3Eeaa4BJaeUokOQ","cPWD3__lEeWS4Ar9qFG8UQ",691049dd6911e648ab6e525ba0cf40bfd62b925f,2016-04-11 22:47:40.564,"incompleteSubmission","When I click on the link for reviewing this submission (The only one I have left and keeps reappearing)\\nI get the following message from Google:\\nYou need permission\\nWant in? Ask the owner for access, or switch to an account with permission. Learn more"
"1_d7pPm3EeWYIQ4BcV9YKQ","YFBmCPmAEeWKUg5ak3F-gw",57a424856aa8664145e9221d8664efb3e016c939,2016-04-03 16:19:30.232,"plagiarism","this person took my work and posted it as if it were theirs"
"r_cB_T6nEeai1RIqHM9jYQ","uJHuIT6GEeaIhBLoYw6bKw",dc00769af81f01d33926c423cb72a5ed5b56e4ce,2016-06-30 09:47:41.404,"other","The submission is the wrong file I think and so will get 0 marks if not flagged!?"
"Gxu2Nv1QEeWhAhJG54yYkQ","ro4gH_0NEeWjZRIrkC40zw",5f25a6b2ac143a545a08f1e4d7520a07ecee46ff,2016-04-08 06:06:59.868,"plagiarism","Hi, while reviewing this submission, I have realised that the submitter literally copy / pasted my interpretation (including typos). What should I do now? Continue marking or leave this? Thank you, Dietrich"
"Lzu0zPkGEeWYIQ4BcV9YKQ","xX7v__ipEeWs9Q5ernAFuQ",57a424856aa8664145e9221d8664efb3e016c939,2016-04-02 19:07:46.223,"plagiarism","this learner took my work and posted it as their own"
"08_TU_33EeWJIg651qnFcw","DHtD0P3eEeWu1Q5gvOuhYQ",063fae7ec59edf1e98cbacbb48eb9202e3dd5c2b,2016-04-09 02:07:35.703,"incompleteSubmission","Couldn't access the link.."
"Ts-B6CtiEea3ThLvjcf5Xw","bKmpjytdEeaatw7rZVB3fw",1baaa0040bfd0fe003f755bee642efb841477dcb,2016-06-05 21:13:11.039,"incompleteSubmission","There's something wrong with the link to Anselme's PDF document.  It might just be my browser...  but I doubt it."
"hVVWVCtxEeaoXg7YgQ2Cfw","bKmpjytdEeaatw7rZVB3fw",2964a19417ae8c4a96739061aeef2987a01b2cb6,2016-06-05 23:02:04.964,"incompleteSubmission",""
"dRD53DCBEealng5zBIyoKQ","6Fc25i7KEeay0BJyTA_AJw",a33d7e3da7dfbd6e2b2cfaa9fab3d5ef5277a931,2016-06-12 09:38:45.434,"incompleteSubmission","I can't download this file. This is the second one I've had a problem with. I only seem to be able to download ones with the .pdf extension."
"tFFJGwWkEeaSbgqnC8esjw","oY-QwQWiEeajzBI7W_SKMw",fe3902ac2f4db669a8ab301817de87eedc48fb81,2016-04-18 20:32:43.938,"plagiarism","Manpreet Singh copied most of his assignment from my one. I just saw it when I should review his assignment. The following parts are a copy of my work:\\n\\n***************\\nPair programming\\nThe team decided to pair program more and therefore to assign some of the task to two members, but it's not the case in this iteration plan. I suggest to add every member to at least one coding task, where allready another mambers is assigned.\\n\\nTask distribution\\nAlexa has allready assigned 26 hours which is around 2 times the assigned hours of the other two. I suggest to remove here from one of the user stories to be more flexible.\\n\\nTotal hours\\nYou have a bit spare time left, thats good!\\n\\nDaniel\\nYou allready marked, where you need help from Daniel. I suggest to add him to the other task where you need help from as well, even if you do not know yet, who of you will do this task, but Daniel should know as early as possible if he has to help.\\nAdditionaly I suggest to perform the \"determination\" task as early as possible, so that there is enough time if something has to be prepare from Daniel or double check with LIsa\\n*****************\\n\\nPlease let me know, what your reaction to this \"plagiarism\" is. I just wonder if it has consequences or not.\\n\\nThank you!\\n\\nSandro"
"Dr_KQD1lEeaQYwrcKTQWAQ","Pi6MyjykEeaS0w6RXgoWAw",e252d09269410133cd45ae5cd9fbd7e59e89a677,2016-06-28 19:18:12.982,"other","Bug is preventing me to open the PDF file"
"Edsq7xIjEeaNagrozOF-VQ","QwVs7RIZEea0FgrDsuIyMQ",775979255392d221756e8aec0f148c7ac64f3a79,2016-05-04 18:07:31.411,"plagiarism","I think that this submission is a copy of this one:\\nhttps://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/QwVs7RIZEea0FgrDsuIyMQ"
"nU6SJ_j7EeWTZBIrc0wCDw","cyWu3_j6EeWs9Q5ernAFuQ",10fec9142868ddeaf1f20b83a202ee6793ef6ec3,2016-04-02 17:52:06.432,"incompleteSubmission","I can not access the link provided by the learner!!!"
"9c0l8fjwEeWTZBIrc0wCDw","riSnL_ioEeWTZBIrc0wCDw",6c70292ded15eb383992d8f352d0dd655e878e16,2016-04-02 16:35:50.437,"incompleteSubmission","This is work stolen! You are not author it!"
"zV7uJfjOEeWTZBIrc0wCDw","riSnL_ioEeWTZBIrc0wCDw",0e358c6f61d95e16493204352a213857061e64e0,2016-04-02 12:31:19.717,"plagiarism","I saw the same work before. Seems like this user or the user I saw before uploaded the work he didn't do. Here are two wireframes\\n\\nhttps://s3.amazonaws.com/coursera-uploads/peer-review/99SZyjVxEeW6RApRXdjJPw/739feb88e9ca07c19939e1025ffa1fe7/Wireframe2.pdf\\n\\nand\\n\\nhttps://s3.amazonaws.com/coursera-uploads/peer-review/99SZyjVxEeW6RApRXdjJPw/8f583d395a4f354b646be2b1036aca7b/Wareframes_by_Grachev.pdf"
"YaBY9_5SEeWZDQ5TnbLmpw","Ak-w8P5KEeWftQ4Vb9ltCw",3fed6f24e18176607878ec2689af9805329d9368,2016-04-09 12:55:48.334,"incompleteSubmission","no pdf file"
"l9rLKScaEeaDFg6CjeDgQw","igct-SauEeaPnhLgQwuIcQ",207b8968edc38822cc751a1b709b51afaf3c64f7,2016-05-31 10:29:45.171,"incompleteSubmission","no link"
"Z_IzaAAYEeavUQqXcskp8Q","NoFpCgAWEeau1Q5gvOuhYQ",db55e32ba37d98c63905e6e347431a40df861f66,2016-04-11 19:05:50.452,"plagiarism","This submission is ALSO identical to mine.It seems like many people copy previous submissions.\\n>> It could have been a coincidence , we could have used the same excel chart to represent the burndown chart for example,but the comments submitted are exactly the same . In addition to that the title above the chart has exactly the same format as the one I had in my project (\"-sprint1-\") and finally I had  moved the explanation of the colours from the right side of the chart,where they appear by default on excel and put them to the data table below.Same as here!"
"FlRRDv9xEeWa4BJaeUokOQ","7qqpIf9wEeWjZRIrkC40zw",35eb97b0510748dc8eeccd409650a7185f2c512e,2016-04-10 23:08:07.568,"other","I think he forgot to attach the pdf file"
"r4HLrAziEeaO1w7d1s7iLw","lMjCXgpdEeaaAw5QcGCkqQ",879d5a290369145a4bd07ec8eab24ae088e5f917,2016-04-28 01:44:02.804,"incompleteSubmission","The submission appears to be a broken image."
"y1D-jDJkEeah7Ap12GQcTQ","sxwRgDGjEeaoXg7YgQ2Cfw",d78e693c3b1fce26d1271d450f3ec4393cd5daa5,2016-06-14 19:18:37.058,"incompleteSubmission","Couldn't find pdf"
"5HA1uv96EeWu1Q5gvOuhYQ","cAJwov92EeWa4BJaeUokOQ",907307f70602fd2abc40cbdcfa37a62b32ffe519,2016-04-11 00:18:18.832,"incompleteSubmission",""
"EMha0QuUEeaSqwpdV4Ekkw","TooCEguCEeaqig5uXwUeGw",26d356eee6b17f658f53c27ef4a2a43b6c1fbf59,2016-04-26 09:48:44.601,"incompleteSubmission","Please redo."
"cjtrQguYEea63hJ3Ni_BAw","TooCEguCEeaqig5uXwUeGw",063fae7ec59edf1e98cbacbb48eb9202e3dd5c2b,2016-04-26 10:20:06.081,"incompleteSubmission","No answer"
"SFj2dAI5EeagVwrGhMvzTw","iBMuPQAKEeaJIg651qnFcw",4c4bd942f59dc75dce0c058c77724de7d4a1783b,2016-04-14 12:06:13.156,"incompleteSubmission","No link - nothing uploaded?"
"f234Cy5VEea-YhKdNUv9pQ","Z8oNDS3uEeaKAhJC1hWxEQ",487b198dade292feba364d6c33f313177d49dc7e,2016-06-09 15:19:02.639,"other","There is likely a bug with this submission\\nA link to the submitted document is leading to the same review page"
"E0q90S4IEeay0BJyTA_AJw","Z8oNDS3uEeaKAhJC1hWxEQ",f7a18e7cb4d3cb7b89e7dc30d13e93b0c2be71f8,2016-06-09 06:04:49.966,"incompleteSubmission","no attachment"
"r5OPpD6oEeaS0w6RXgoWAw","113r-T1VEeaswA4y58BhkQ",dc00769af81f01d33926c423cb72a5ed5b56e4ce,2016-06-30 09:54:50.249,"incompleteSubmission","Link doesn't go anywhere"
"5ve-Cj2mEeadRwqDTecQDw","113r-T1VEeaswA4y58BhkQ",e252d09269410133cd45ae5cd9fbd7e59e89a677,2016-06-29 03:09:33.024,"other","Bug impedes loading pdf"
"9x73rB-nEeaG3QqLdYDICw","sZwdsh9yEeaGvwq7P--E0Q",2e63e1f725e0f3b239d54730966bcf1961d4038d,2016-05-21 23:01:34.738,"incompleteSubmission","The submission says not to review it."
"KWXp1h94Eea3JA6-1_N9Kw","sZwdsh9yEeaGvwq7P--E0Q",5bb281817db05c25567aa1590e8ca959891c2047,2016-05-21 17:19:23.246,"incompleteSubmission","Link is pointing at abc.go.com instead of Google Sheets."
"XdYQMSwEEealng5zBIyoKQ","4RgAayuqEeayaAoFBq8aPw",5441a04cb6a53b7473eab1a7df9820e215330ee3,2016-06-06 16:33:14.718,"incompleteSubmission",""
"KtiXfDCqEeay0BJyTA_AJw","9mXdITBwEea2MgrBjcQhKw",c031588b07dec008859a36c0f141bc85c6fea97a,2016-06-12 14:30:10.279,"other","This submission contains the work pertaining to a different assignment."
"CZcf8AifEeaWEhKKRvKkXQ","AysZxQieEeaebw7My3n2-Q",6e80c83d789d74875ada7a5928cfa7557f4898c1,2016-04-22 15:29:43.51,"plagiarism","It is very similar to one I reviewed before"
"2izbMAIKEeaybgrn3sEOAQ","a25RYwHhEeaTWRLC7rustw",8b5e00de0476241f25374b7a79a6c4f4f15e74eb,2016-04-14 06:33:51.468,"plagiarism","This submission contain my own work, that I uploaded 12/04/2016 and already received the grade for it. Here the link to my own work:\\nhttps://www.coursera.org/learn/software-product-management-capstone/peer/fFMh9/5-10-assignment-release-burndown-graded/review/tldcvwDoEeaQlgqeW2LgFQ"
"5kuZLQo0EeahtBJodWmeEw","OEyCfAn-EeatoxIqWXQc8Q",907307f70602fd2abc40cbdcfa37a62b32ffe519,2016-04-24 15:54:59.967,"incompleteSubmission","No file to review."
"xZriAgodEeahug6qIphsqw","OEyCfAn-EeatoxIqWXQc8Q",d8c150978a979ee7ff8442eba58b7da2935f5a31,2016-04-24 13:09:26.697,"incompleteSubmission","Blank."
"KmSfDfdbEeWTnRIwzGCJxQ","wZvvtPdOEeWUlRKoMCES4w",658e904f8a9c915a027aab321dc715e63a181ec7,2016-03-31 16:11:02.999,"plagiarism","The evidence : the same legend and exactally the same order than last submission that I review. In all sprints and in backlog."
"OI82dgpbEeaaAw5QcGCkqQ","iglviwpZEeahug6qIphsqw",df104178e1b84e59b1832ae2b161d9373abffe19,2016-04-24 20:29:18.859,"plagiarism","This is exactly the same assignment I initially submitted and then revised."
"pF2mGfliEeW3UQqDzupm-w","6Z6rxfkJEeW3UQqDzupm-w",e6675924274307de99c616a26c432f27874ff994,2016-04-03 06:09:36.438,"other","This submission does not contain link to PDF, so I can not review it. Link to PDf just opens the same page in different window."
"N69coflPEeWs9Q5ernAFuQ","6Z6rxfkJEeW3UQqDzupm-w",063fae7ec59edf1e98cbacbb48eb9202e3dd5c2b,2016-04-03 03:50:33.664,"incompleteSubmission","I couldn't find the PDF??"
"bREkPQQLEeaFfBL_mcaB5Q","GhyItwP_EeawFQ5rY6ZGGQ",c61acd6fbc87cb4a986c0aea0b76605307243282,2016-04-16 19:43:00.237,"incompleteSubmission","I believe this submission reviewed a different iteration plan:  I am not sure.......???"
"vShbUwVQEea58Q75huYNRw","XXx01gU9Eeaybgrn3sEOAQ",26d356eee6b17f658f53c27ef4a2a43b6c1fbf59,2016-04-18 10:31:41.044,"incompleteSubmission","This submission needs proper labeling before it can be evaluated."
"kj3zQAAXEealQw7xlSHNnQ","cq7LsQAVEeau1Q5gvOuhYQ",db55e32ba37d98c63905e6e347431a40df861f66,2016-04-11 18:59:51.916,"plagiarism","This submission is identical to mine. It could have been a coincidence , we could have used the same excel chart to represent the burndown chart for example,but the comments submitted are exactly the same . In addition to that the title above the chart has exactly the same format as the one I had in my project (\"-sprint1-\") and finally I had  moved the explanation of the colours from the right side of the chart,where they appear by default on excel and put them to the data table below.Same as here!"
"zu2nBvhjEeWnyw45DXyCTw","VL9cpfhPEeWqpApEWVJglQ",76a559aebb81b0921497a98fca185ab5e6c764ed,2016-04-01 23:45:26.18,"incompleteSubmission","it's very suspicious, the submitting user is reviewing his own submission? be careful"
"gnYel_aUEeWSBxKpjBqu3Q","5fAPyPaAEeWhbg4BpFa_-Q",b86382f1a6ec73c30572da847142025474a7f068,2016-03-30 16:29:00.904,"other","This document seems to be the results of a technical review of someone else's requirments doucment.  The assigment link is from Mariia, but it is the requirements document from Anton, and it was reviewed by Mariia and Jeronimo.   This is not at all what I expected to see, so I'm going to skip this one.   Please let me know if I am interpreting this correctly or not."
"9Z6HzQqZEeapsg5V67N9Xw","zRUdmQo7EeaqFhJWgHcbtw",ff986056c3565109cf46ef546c5f0b461d4c98bd,2016-04-25 03:58:24.846,"other","this is just a link to review another assignment"
