assessment_pattern_id,assessment_pattern_flag_type_id
"07f03fda6ea5d4a8a9a36cd0a771a051",2
"4ba776504af40a9c373c2cdbd979bbff",2
"92f3486cfee87aa0593c70ac4fff95a4",2
"bce6920d4697631900a825455504586c",2
"e50a56fba2569e9f6e76aa0b4558376c",2
"ee24575563ff072d7e5584ea56f79703",2
"97d15c6e8cb245af5ee51f60ba07189e",2
"c19527ad00cdb196bf9a321300a4baa0",2
"10b7c8115b463886d612d48c28347cf9",2
"149b5abcbcec7bc10ba75702057bcb6c",2
"14ac89e22d5ae1e6d271d9c0e720136d",2
"a362abb5ad1b7dd3c04eb2efede02fc3",2
"c99928cacf08565ea0a0f7449342fbb8",2
"cc31164ca85bcb50a7f3da45b106a29c",2
"1576a78a48c1f0ef9380a9c832f60555",2
"dfa90efea2592c37c9d5c476b7bafc44",2
"ed81d39be282ce0e69734c267ebb024a",2
"29bab80f13ccc6ad4d31d7f9c2093b9a",2
"370e2369df4f7937120f8b2353a1ae3a",2
"6665e310885f157efc419b8d6caefd95",2
"b4a462a31c9cfc4eca926f882301e72e",2
"ff16c37cb319e8bf19c71bb24781fce2",2
"26e4fe810d0f859e8e3f0cc16a9d77c6",2
"337acbbb24449ca93e96301388cc998a",2
"536a96ee0290b26b0b7b20a3cc5fb1d3",2
"d215a538aae73d6f9cb4917e1af33a2a",2
"3202f0543ce97ba5d8834f0b1ca38e4c",2
"44eb5a3f3bc25c773f4412f8181a8814",2
"55477ecc515d69467b7b890614b2ae76",2
"8a55b93d154606f24ebffd1cdec1b793",2
"bc385355c4c484fe00ae96424f5b242f",2
"be6b36853bffd079d7b6a786321c2a85",2
"c8c2aacb00d1dd134f3a6448002e58ba",2
"d76f9fd9f9bc40f5cdeab3bd0c5f3a00",32
"f32e62f9aed15341c4debed23de3db8a",2
"3a6693f81fd5190b549ad57fb553195b",32
"55e3e6070edca95b776c96aef7bf764b",2
"677c93ac0950edc7cdb17a1ffe062c5b",2
"ad793248ac3787ec9ba1ac32b987f04f",2
"fcbfa67991ad9fc21a9adcdffa1fadea",2
"238ced3084c67c48f65784f62b129195",2
"5ddcafb8eb6b7908a72bb4127d57a1f9",2
"5e4c42cdf4d8ae4905a0492d9f2b1bef",2
"db38c04b46cddd387e7572043b7f7029",2
"08536b1abf7b887513f85a916d6bdd2d",2
"5531221ee61fc34923d90c2321a759d9",2
"81ba3a1e61235dbb50e3c7bbcafa3e00",2
"a08a091b49b99326fe0e8d33e370e13a",2
"ba15a9e8ab131bcccccee17f9d5274ce",2
"01451be8be6eab5ddc87aa7772c6d510",2
"07ad2d6a351955b86fdaa46c41f752f8",2
"26af149fa28e2513971a4fd1f30045a8",2
"2d42720757f39848f67ebe09c4b636e7",2
"c94dda539f461102b67bf1689a26cd6e",2
"da4835e7d338ddd1b4996bf43d235222",2
"5808b1526a1bc6e6aa79f9373800381f",2
"bcf8b9caaf69828cc0e714d89b894a0a",2
"08f3ce578df7fc5065002583ca91e585",2
"1dfe0daa9259a729d75c0ffcb5a57688",2
"77494d4f996fc560cff5cc6a4810d51b",2
"d75e8cdd8e9b008bd7a008c2de7eb486",2
"ff5ad11cc761adf2e95108eb322c944e",2
"3801f6cb330139fc02a9da6b5832b8a0",2
"983c7964e27a9a21dde587dc6da74f37",2
"e687af60d0f3ef59f5690f1ff0df9695",2
"6fb4e97e30eee67e8d9e6fe2544cb93c",2
"8bae0679c8b01dd50c1dec2c2eda5d28",2
"b70604c6d9d248f648253f7f7809f218",2
"050aee367592fd267e9116c867aca98e",2
"13ed701261d0e21fd800de288d8ceb92",2
"71e34b12aff5840dfd993ccbf1069b2c",2
"d355c512d4baede04faab50f76448f43",2
"6606c5b372854a46124e17b6af66c051",2
"9bbdc750e028d6b5d4b1cedcb2f06405",2
"c09ddb161b4037bd15fbae517a61ab0b",2
"da3a595115f1d107c378c8cc44097c5a",2
"11717b0cd2fca711843e55f16cc3af03",2
"5d774fd04693462361f0ff6e51212f01",2
"9ec952b57c33911a7f59aaad05221fdc",2
"C06t-EsrEeSatSIACyQUhQ",2
"b9347002c0b5b77bf29ac9b937c2571d",2
"cbb57e9cb219589ca566e0ce0b64653b",2
"dde18c8012cdbeb3d704672a356c4600",2
"8090772fa96f5a6fe1353ae879fd947b",2
"c5fba532d02c8e1c678d03a7d52891ee",2
"0087a4d3ff20a28eadae4b9f5960b6ac",2
"34926674476fbeb44c34fb9ec7326322",2
"a0fbe37495f45597112e8844c2257119",2
"af68a0b627d23197fdd830f24739ad96",2
"b83e6f6e2719a653e942cba03097510c",2
"57926080bdbb906b1853e89614ed402d",2
"b38f257ed61ed5897cef7906fe40e482",2
"b78957350ce8060fb3eb22a214ffbacf",2
"f52ca6e934d77762d5db93a67fd2a122",2
"0851b2f75ca5b990ad08b1c71b7e62c2",2
"355bcadbef2fa55fcabbef63a8731b32",2
"7a39ccbc2f570f5b5a379e72ff3de722",2
"b81cf31bb9f131fc6c9f420639576325",2
"d95cda95abd5d4f6b6ea7ee8cf25e6cc",2
"ea0b6d50be916490c89e1dce05844886",2
"8a8c97dad77edf6b0f5b08a7e180cf3afadsf",2
"8a8c97dad77edf6b0f5b08a7e180cf3afadsf",4
"ab6175a05ca68fbc0bd3ef044f26898b",2
"59d767d395b039cdeb4e035c0c358787",2
"8707b8459f9fa3d002bb64892faa4d8b",2
"8b68f124820a1e273dfcd8aadba2e229",2
"c7d4742289660fc3e333fa1a6c7f03fe",2
"cb646f73d2bc6b9552625bbe3639a5fa",2
"2277e6397a7c503f7cf3dea4f9fdff57",32
"b4a654e44208b187167567dc1fc2a735",2
"bbdac565477ce95280f51d1b56144df4",2
"1b5c58c7ac2dfe54c9e49989d2692fec",2
"2",2
"2",32
"383ddd2e66863c4d9fb38782a9557b59",2
"56e11cdcd866d3fad1fb8e66f6b8bacb",32
"022691f4fcbcb832b0a0f46679039a63",2
"448178dce593895c24f7c18b1401e8ac",2
"5d7dc84988d39c17d474d2e247fdb817",2
"0fbdb9730a17f4c90d2b5f21fe39c7f4",2
"4bd2f9749ad2ef8593628b9596ab76e3",2
"7cbae4ab6215365e62d3f280e529681f",2
"e9b963b041d2150015d7da22d0171cb8",2
"cd0908d986e74689455a2593b93959a7",2
"d38a1751df77f7c5b778ef1f0f913aa9",32
"19185d145c2a8339e33ee7beb6aa0bd5",2
"198a1121e78d7af53aebb97c97bb1446",2
"250667dae2e7fce705d2818ec2f65ab5",2
"a4d76bab8508d1a3feeea1024bb269aa",2
"e17b73e3f64908f34391ee5af097f8ab",2
"f3827bb46f55cca6fd0c01e9da4fc3da",2
"4e4ba40850d55788f107b57972a0590a",2
"8bc6828358da1b948179d91cf1a90b6e",2
"34b67f628b34a13254c365bc7ffc9483",2
"5086d4ec1b804a31130b0ee51c0e97b9",2
"5d12bb634dcd0ce8455a26bb91bfd563",2
"edf37452117e799f56fdd686390e1b47",2
"188bd438558534d04a9691968e61f05e",2
"1a63bce4b313f33a093ab7149f243db3",2
"9ee89bcfe376134ed298b87899e338eb",2
"f93c314bc63b1f2962400282c696b7f9",2
"1d04bc19d80a61e9efc9da819adc7bfd",2
"2dd16d9c7b71783eabee5a77dc97f95a",2
"54152751a4a3f2995c11dc7c7d8165a7",2
"56128688d92d1e1ff4e0a88181b4915b",2
"66d1d23ed896d90e354354fc5ccc6b13",2
"cbb56991fef2e4ff436f4748f6149836",2
"40349b4b645d0ed7cd6d4ae75afe2b65",2
"5e3509453ff7a582b543129efaef65e6",2
"a3ffd7ccd82b2cd41042ce3743c24746",2
"510bd326c72a78ea343efbde6a534751",2
"96ef0f13d85d4d6f03119dd0875dce3a",2
"ba200f5d1a0bd96235a3a73cb2c57718",2
"c5792e4f5cbaea51ce088932d266dd49",2
"e03ba6723cb1cf1d85423bdde6783729",2
"e0645ed8a57446695fd91bd5d95fe32b",2
"37c1fb95312d7286c409b84b50b3477c",2
"963690c46225b3ffa9d657008e6858b0",2
"012753edd3824aa20a2ee5e2009aa9ac",2
"2bbbd6f0e1df2cc72d6d4b70b8410955",2
"35c2ddc9578efc19eefbc489a9568650",2
"4f10bc28a0201f5a6a78c033c0af3742",2
"cd188290cc2fa3b6afe1b407f12366e6",2
"d54e7af1c3a2906507b393e476d44353",2
"f87138eb9e2d244e7a372ea50a5ff642",2
"1421a8aee8e6663ad70bad7a851def64",2
"ee1656cdb39ac339bd5c12dbd919018f",2
"20ea50ca0fe373d5147d523baf7a6dd8",2
"bfd04b63a6d6d94f7c531357f9fe727a",2
"d24f1eb4cadd52a35d99b33f213158c7",2
"ea88d1b1c00a701fd4cf581db3aa2fe7",2
"871304004d7a9329ccfa0f84e6f7dda3",2
"8f13e008a903f3ee676d4ce71589c739",2
"9e5f56cd711a50c8c37de16f7ee69480",2
"b881a6763c7a8848f2021a2a2bcb3fc2",2
"890ea25d8ee20bfca19967beba7514b3",2
"b9e4cfa60f7b0b3711dc6fd5a4d412d4",2
"1370d76d13c07fde5a5816800db8b895",2
"36c2d4d65443dd6a5ce310444621b226",2
"9bc1b206a7a99879589a7df26c993063",2
"a5e914a98de188e3136f96520b379669",2
"00432d792091bd170378d6070c7a7d64",2
"2da9f38d9bb4c6b551a286b1d05b2560",2
"4a12cf0ea3f4f2127188fd0db7d76ebc",2
"5922058372cdb14931369da0efae2b42",2
"8c78e093d0921dc73442e96fa8afa0b3",2
"d83e04d2e1b405b95904c8cc65e979e6",2
"ecc23753a879cc5ac16c3add6eca7089",2
"0c5977cafc3dc8cd2426c8f492609f6e",2
"a493d161e94ff42682ca67f00924a3d3",2
"b1bce2a5b6202112c43b19d904e5b626",2
"d54f6080ae480df15a19771dfef081ac",2
"22385045617cfdd569adbcc7883d6f62",2
"5bbac757cd2fffafc25ab35084e5c6b3",2
"6ab40b8170e4950b650d2c42403522b6",2
"756a9447f69c77d8864b21e2dfa227e6",2
"9236fb7b1b8b57136a8a9cbfb4c1981e",2
"9236fb7b1b8b57136a8a9cbfb4c1981e",4
"79663fe7395175839d4eb3a927b7f2a6",2
"25ca3d6c4c184ceabce86a1a66f7dfc9",2
"47b4a63ff4c68c336c0a140922c208e1",2
"838173fa2cd5ed1d1a7fb624997ec48a",2
"cdae425ab5b81ba71bc456b262942a7a",2
"d2e5201a4b4e3e1ef558f9c36d524f30",2
"3a5fbd87f34b65a9fa7f794ed26573ed",2
"886964713263cca612de4f8989df02d6",2
"af237beeaf25377d7132cd71258db225",2
"b9905a00c105656f38dbb0323d23c8af",2
"29354b5a43ba20a829308c8d15ee728f",2
"6cd16b9c7fee22bf52c71c7ea61e2e1c",32
"6f60ae3007946e3501d834668e547742",2
"a45f336cf831e78ac6d11a2dba8ebc82",2
"b9ab9ceec1f73adda266c1fb4e7f295e",2
"e710b31121ee94abc6246dff42d06e8f",2
"1",2
"46569fe269a790791f4018fc81d3944c",2
"9968538b8aa83cce99c19dde7339a643",32
"f65ffc2a4318353a60515a526c6a4abe",2
"7598bf9f0c9bc791c765006998c34f30",2
"a7d11c770ec70f4ba1bc340b9b421d4c",2
"aa80fb9ba5cba7c6cb756a2aa34e4b30",2
"0f315732e30ecdd0e396cfb94de4b1e5",2
"8a735c0852ecd771e69cd62403dffb0e",2
"a383a3b0640b645efec588e2580bc3ef",2
"eb97dd1d80a7ef85a6d890b19bd81c6c",2
"fdfe54b84ae8539538dc3c14f22e862a",32
"0c9f8a082c1775289c30d43e9c434d9c",2
"3e017d063689818e94b3a201a7458198",2
"5b56df2a2980215335a6a539b96fbbfe",2
"e80915b2179315aed610575971af1b6b",2
"3f4cfdcf0dced11920672dbde53771a3",2
"6ad4558cdaa370ac9566b0e2e11c859b",2
"8ff9b6dbcc732d05ce5d6e70db68000a",2
"f5e8a32066ffeda6839cdbe65416354b",2
"3757222b9c103959c0e938ae0985313d",2
"455852aa75b79af55a6c5e6fd1315166",2
"fbdf21edb92e80d1f6b2f9817b2e69b8",2
"86080771202331b8ececc2238091b67e",2
"c1b9034609e2be2daa5a64448cee9579",2
"14eab42bc37620b93b942ac09e603905",2
"30ecd15c2561e7d5844c90dfce973511",2
"45f3a219bb6b3b5a3014c8a8480b5164",2
"45fda06849816bc54ece5dfe4ebd6d1d",2
"817de96426c1b2137cd84fac668130f7",2
"c0d09c5cc2b3df5b10fd6fba0a9cd201",2
"e769c0a71ce579df441b2749c75900c7",2
"b1b1181ef541ffdad9edcf7bf6cfb480",2
"047df9166e7a025f0d86fc2d5779402c",2
"056875737c2e18ffb71462aea27a2e46",2
"10a498a3e78f425aae705c463742f26a",2
"259399274e638ce29ffeafdf69d2d7f9",2
"5902949160b7b8d77943adc500e32380",2
"8c3282983e28e8ed2f4de3593532ad79",32
"333ddcadd9c19306851cd718a0ecfb1d",2
"5cec63e06b01c822fdef0001b3383d70",2
"5df85ed73bb43207cfae2b73611dbf4e",2
"7b1cb221f17a1dc1add60c7ed3e157ab",2
"a2f9ccb1d18eaa6cafb05ca88f152172",2
"c297e1dee80b1b17f2e9433ff2376c3e",2
"2a86d30281e96ff18781e910b79b938e",32
"942be6f032198e621d5173610fe1f7fa",2
"f3e7ba433af9e26e55b9a75343d54261",2
"f4311cdbd74efe9abf44180704717023",2
"0a38c1127f5496df3b1729b853235bef",2
"2e800b4b2426707fd6e66d7364cce8b9",2
"5351085d73a99493cdac3d332bd825a2",2
"828deb06f11b618abb954da75cb25a7a",2
"9875fe93503fbffc9864e7bf05cca55f",2
"db8e1f16470164422bf1347fbcd9fd0d",2
"713ffbb892e21c252fb1fe33895769a8",2
"91601ec86aad8e4f7e35e3fe935f2dc3",2
"b90ebfad6e9970891e39a00942e57197",2
"e455ce906d0c84ce28dba6b5ab41f7a7",2
"ed1f55bfd8160f05a7e9c469e3624304",2
"f0843f8c305fba8e1fb76e678b78f856",2
"0d59f9d2eacca3c7e6cc6206488564dd",2
"321c2ad0890e8fef09cab9fddf6dcc56",2
"33a6f047f181d41dd76869c402c6abc9",2
"7bf608c0d4e09a8449e72d8373e6e4cb",2
"805be1af41b8242b8eff2a46de601937",2
"deb5fdb255f9d97b1fc3c75b7daeeb22",2
"0df756b1f1db419f79d7583ae01c96fa",2
"262d8f2eada97fdec4f724b18e8540d1",2
"610f6b2d08a4868930c3e02cc0b4d31c",2
"91b278c701d9bfae32b90b01142bd253",2
"b5a49b1f31d8045fd17644e81d6ada61",2
"b5e279e822e7c1dc34d6f490fc6bc8b1",2
"38b35ee90e96b93c79cb76384958bc60",2
"d26e5d17276d6b2ed169022e39ff11bb",2
"d4e0f237a41482e9138d0214067993e7",2
"021bb82ce5d3358c6f1f7a87e4833d50",2
"b1c282bf2968b1b84482112e8e511ea6",2
"c16ac49a24a06c7fad90ea9f5ad053a9",2
"d81ae86e2165adf83ced3f666a6c5cdd",2
"41e9fbb3eb2da2b153981d8a4f88db9f",2
"b6083e9eaf55b5c1d5e1b63828da1343",2
"7d977295f64c5ac59568257a5f9913be",2
"c002c2a06a252cc4b9fe80f60d7cfd94",2
"c5c5b0a4e68f33e2914c7b163ea94a2f",32
"2bf1df889738b97673bfdbfcb056763b",2
"878704b65468483884ea6c5f1a5adddd",2
"959920b4765f7dd29f7fc1cc6e476642",2
"cc11a6155e5fed84fd1092c7910dd53b",2
"08a758f01737595dfcba028764fa203f",2
"176c7ed9349596d770edbd46b8e53791",2
"3af45dd003cbb61517d163853b1e12c1",2
"5d271655af603254c2510bef035c8e07",2
"cb98b3a818d73a63eeb15b306bc39b2a",32
"65b894ff90cf0dc0206db286bbf10fb7",2
"b1c28650a7bb0d85eeffaf77dff28d95",2
"4a07450132ae0927bd57f02523a34ee1",2
"bc2ecf686e02eb7d281dea3692f319e9",2
"0a18a74ad7c91d521ec6cba56645b0cd",32
"c702d1133533a53133ba67858e6277dd",2
"f3e6db0e2d809b9940bad00fce4b9f88",2
"390c8c92c82d31e3068eb10a8f4eebe2",2
"4b77cde35df9c640282e90d381b91201",2
"a0aaa3138060de08c4ec5547618d23f7",2
"89b9d4d914815243023ba990c1d124bc",2
"e298add4818e4201f674723c2c70742e",2
"2b2c7dfd025d8124b96e7abb23bee6ec",2
"6a39284d20379c60954bf440e0ba7c76",2
"7a87a7a6dd395831d4d4318687748bc6",2
"10fbd77ad5604f73be2b13e6bcae201f",2
"38fc63e3414edfbccb0e850edd7e8a23",2
"621c31c0dd7019fcb7c7edc8f7dc3753",2
"6a97b48ccb36dc1d99c36db3258d09d9",2
"b502b3354a76d78c22a83bbaa1d9256e",2
"b76bb6b53f0a4b38909ce9d3426b7804",2
"fa2febbcb403de95325fcb9b620e7ce6",2
"7845b71c2927296250f45997ca02b2a9",2
"8f860b212a799c7678754433b2231979",2
"9dccbbec3c8033ba80caa8e380399a8d",2
"4ebe569a47b2eacee9ba5b0d7ac36650",2
"98cd725681c1ada4a90958c9bef58741",2
"c1d0e516ecf2686fed59c4966bf47439",2
"c6e746ec8832f499a6013b6156807b52",2
"d17708f95a486e1d0a847a50e52fc3fc",2
"feb51efe21779e9a82ac7faec5dac9ac",2
"72fb3eaf08f6057992f841dd51f4b0ee",2
"f802c271aec8f3cccb4d964adf5b0bed",2
"072eda0662264a0ec84bb46e220dc06d",2
"2daad214b8f7851d8ca532bd4a8975a7",2
"3cd3692baaa80a0d55dcd198c507bc7b",2
"44065b3a3fb96c583fa653faade9894e",2
"5d34efabe550afa116cd4684476aa439",2
"9392e94b54f2b50cbbf0e9fa59e62c5a",2
"aee6423cc6d64e637532a44948ece38c",2
"d0141f61d4b2f9309aca4b5215a6aefd",32
"e34b7b3a7184ed59e2a87e5a69fb3b5d",2
"28b13da8d972eafa2dc7164218276a8a",2
"7ca761fe88c61a3436287362cecdbdf0",2
"1eba63999086cc0f3cae451fcaaa737d",2
"8460af039c298666a1cc322834c00478",2
"050827bf8eeca13a58d6b50de08c5663",2
"3e35baeb0b0d10d115e7518a1103c5e5",2
"8170bc9c50c8d902c8b5fce073417282",2
"ae67a6ed48b7860e9ded785090d517ac",2
"ce103ca416de66bc8e29387dbeccfaad",2
"db7ccc254f248a754d56178a22153811",2
"fe673d7482e9e96c26fc59f001820bee",2
"3a2f63bb7d6472007517c93f29508948",2
"755ced37ef4ee16a63cb36a190761d0a",2
"d97ef50c9c9469b128a1c65c2c27a87c",2
"f964f445148eeff6f3e601a11e7c4f25",2
"0b860554bc3ba7c84251e401bd06a709",2
"0c2580f2ec895742caa643bbec7f5e96",2
"2df5e150ebb4246e81bc9462bdcbbd5b",2
"6c9303f52deb5804215908b6fd54858f",2
"95a261da3dcb39a64317a13a5cd17462",2
"fef3002062a6a42cdc7c52b13f7b60fc",2
"15cf5364d820562c38d9bfd4335b1d5b",2
"2ed44c0cce15fb6875a4b1a15cc62f26",2
"692178a6aeba5982359dbe20d88bd887",2
"19674049513be280fc289fe47be0e2ee",32
"2bff3a3d56a391e91427b0fbc4a7de55",2
"6a78153ede672874240e3417de2d1674",2
"ad6dea57e586a50f780442c92001a95f",2
"d6d34517eadd1a2e90db938a7fdd7ef2",2
"bae9bc694005da0a8592ae08495aa868",2
"db14ed7fd188553fe715334b1d49fa31",2
"dcf5dd827ab2ac8c2a4ceb0dc6c39ccc",2
"5c4c72c5c9cee49fd6aee0ef3d3abdf8",2
"2805131dab3d5a95494c6ddf9d96ffcf",2
"3f455b654535116bacaba0c11bf13718",2
"47bfbfd183f85fa2ce0f812e93769dfd",2
"7f78d289876258e10a423153b80cbb43",2
"efb09ce97ab54b6ec5dd137865d7f6af",2
"77900e6e7060d2a1062c6e1cec288777",2
"81fd32dbeb1dc81b730b1aecc40126fa",2
"9be256545ba8df272759e3db707e04b9",2
"a69274cc6affec4bd2ab84166f4cb783",2
"cb9a2153766c7c792cccd07521725345",2
"0aee6fbcbf2af3599f08303fbf759155",2
"21c88d00f911d5cb0094f170997ebe78",2
"5ce1ebddbb8ce0dbdb3dc23c9b113bdf",2
"6f529b236d942eae68c55d6cd67a0d70",2
"7542d3545c9800cc87f1d05ef226f692",2
"f36f7d88f069458bb298c5bd3f9197da",2
"fc30cb4201c9a38bf18f0b3f90e21352",2
"04976801f717b87a4e930bb05c7d07e4",2
"8013da6b3ce8ed22d8e67747b33dd22f",2
"823bb1f0f9681129049158a9d64cb997",2
"ba047782f5a7c2e9f52ab934dd60ee7a",2
"ec67bd3fe30c02d64413e75641751e69",2
"3a783a99d574a2737eb81ad66ddb1e0b",2
"47442f17126419fb5bba1092b9324a7e",32
"8a80fc4b4c6f5c6210545eff80c098c7",2
"f195e9f60d89d25494a8a2615094882d",2
"87920f9f0730f631a980ad413d586a7c",2
"9c79bcd335a57caf037565efdbaa8e48",2
"aced7510e116470055789a2ec4dc5cdf",2
"d71274b094daee6af0cad64a498d353e",2
"22df2443dec5c5513497b25a4434fc4b",2
"416b11e1a127204deb73f19220824eb6",2
"a703dd7825e591f070a02ff5bfd95c9f",2
"06dfa60978dfc2b3ffcb072ce0131575",2
"1473f22af49e4859db8b0fe5046c71a3",2
"3262aecc950eca55513fa30ed1e136b7",2
"79f41b4c9b4de47fde9dccbfdd90cb45",2
"8e26e963e61a534dcb12c981039db25b",2
"967b65cbff568b06c9456783d38306cf",2
"45c3cc127b9d860c7568261150b7bb79",2
"91265743c7ed93d50a01397e72234ad7",2
"cfcd03198467cc701b6d42fe4eb5e06b",2
"dde6af45d40d2a9fd7d93ddc092a21bb",2
"f5d9a714cd111eca4ae52fe46ec9aab5",2
"08f53e94b5966c79e32bee2c49f473c2",2
"eefc5f6d8137695bade1ff89e65e9b4e",2
"55980659c34fa40f37bdf8a646f40336",2
"578b459f01752a7589465e5a0b6b0409",2
"77d43f870fe2115561b00e569624fe13",2
"915bf629dd339dd8b87efe07162d02b9",2
"21e2aa5142e44b7ae7e0a2b81ad39633",2
"4e24920febf1e97172ef9eabfa01f21d",2
"506d89cba749e11cec457480c6ceb904",2
"78375eb8999a69d2f1b1036c1a7c1804",2
"e416db727e63605d35fe0ed1f62597f0",2
"f1d76b60fd7d58f3ff7250f1fac5db94",2
"652204a8ce3f99eb088447d76d4229c0",2
"6f606150daad41dbeb08befc3fa7b857",2
"766cdc13c4c09034936c3fb2c4a411c1",2
"204e0a9d3bb45fb055a264d79a343f1f",2
"9490f6cfefd3098020764bd5fe1cbcfb",2
"459a0fc3a2565ee45e678605657d9ea8",2
"823a741a42e20693efd02e8a26e3b08a",2
"da8d151a7a8594da384d949795ab0ad3",2
"0f65b4527a71f84dc048e516f19a522f",2
"58274bd0f48e64519eaa7602d159acc7",2
"bad4f336e5bbf094093b688bd42bc2e6",2
"38cfa5fd344d4245ee34981a335d1c7c",2
"81df8eb380fa9488880a97b1e1a6e1e5",2
"9917bec9b18ba28c20cc241726b1b935",2
"b1c1ed3203674138b3b7246450633223",2
"173b1747a3106912b5c5bcf123a372ec",2
"212de3f111b99eefa7a8a17b97d9de2a",2
"807dcdfee98de268ff5b6c6e11ff1399",2
"8323fc360176c50e5aace1127f167527",2
"46889700f45fc77c34baf105cb6d8361",2
"b8dfb094e27ea4c75077df7394947302",2
